,caseid,country,year,province,age,education,if_union,if_urban,wealth_index,wealth_index_code,house_ownership,land_owenership,if_own_house,if_own_land,if_employment,if_employment_current,employment_pay_method,if_earn_more,partner_edu,num_household,num_child,sex_head_household,sexual_activity,ideal_num_child,partner_ideal_child,money_decide_person,if_emo_vio,if_phy_vio,if_phy_vio_severe,if_sex_vio,if_vio,num_vio
4025,     138  13  2,Maldives,2016,central region,30,9,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,5,3,male,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,,0,1,0,0,1,1
4026,     138  16  1,Maldives,2016,central region,29,10,1,rural,middle,2,jointly only,,1,1,currently working,1,cash only,more than him,10.0,6,2,female,active in last 4 weeks,3,don't know,respondent and husband/partner,,,,,,
4027,     138  16  3,Maldives,2016,central region,49,0,1,rural,middle,2,jointly only,,1,1,no,0,,,0.0,6,5,female,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
4028,     138  17  7,Maldives,2016,central region,24,10,1,rural,richer,3,does not own,,0,1,no,0,,,10.0,12,1,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
4029,     138  19  4,Maldives,2016,central region,37,7,1,rural,richer,3,jointly only,,1,1,currently working,1,cash only,less than him,5.0,19,3,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
4030,     138  19  8,Maldives,2016,central region,41,9,1,rural,richer,3,does not own,,0,1,no,0,,,5.0,19,3,male,active in last 4 weeks,2,husband wants more,,,,,,,
4032,     138  20  1,Maldives,2016,central region,47,0,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,0.0,5,3,female,active in last 4 weeks,non-numeric response,,respondent and husband/partner,0,0,0,0,0,0
4034,     138  22  1,Maldives,2016,central region,43,8,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,0.0,4,3,female,active in last 4 weeks,2,husband wants more,respondent alone,1,0,0,0,1,1
4035,     138  22  3,Maldives,2016,central region,24,10,1,rural,poorest,0,does not own,,0,1,in the past year,0,cash only,less than him,9.0,4,1,female,not active in last 4 weeks - not postpartum abstinence,non-numeric response,don't know,respondent alone,,,,,,
4036,     138  23  2,Maldives,2016,central region,32,6,1,rural,poorer,1,alone only,,1,1,no,0,,,7.0,6,4,male,active in last 4 weeks,3,husband wants more,,0,0,0,0,0,0
4037,     138  25  2,Maldives,2016,central region,43,0,1,rural,middle,2,both alone and jointly,,1,1,in the past year,0,cash only,less than him,7.0,9,4,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
4038,     138  25  3,Maldives,2016,central region,26,10,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,9,2,male,active in last 4 weeks,3,husband wants fewer,,,,,,,
4039,     138  25  4,Maldives,2016,central region,23,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,7.0,9,0,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
4041,     139   1  1,Maldives,2016,central region,35,6,1,rural,middle,2,both alone and jointly,,1,1,no,0,,,6.0,10,3,female,active in last 4 weeks,4,both want same,,1,0,0,0,1,1
4042,     139   1  8,Maldives,2016,central region,27,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,10.0,10,1,female,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
4043,     139   5  2,Maldives,2016,central region,30,5,1,rural,middle,2,jointly only,,1,1,currently working,1,cash only,less than him,7.0,4,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
4044,     139   6  1,Maldives,2016,central region,43,0,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,7.0,3,5,female,not active in last 4 weeks - not postpartum abstinence,2,,respondent alone,0,0,0,0,0,0
4045,     139   8  2,Maldives,2016,central region,32,5,1,rural,poorer,1,does not own,,0,1,no,0,,,9.0,5,2,female,not active in last 4 weeks - not postpartum abstinence,2,husband wants more,,0,0,0,0,0,0
4046,     139   9  2,Maldives,2016,central region,32,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,0.0,5,3,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
4050,     139  12  3,Maldives,2016,central region,35,7,1,rural,middle,2,does not own,,0,1,no,0,,,9.0,5,3,male,active in last 4 weeks,3,both want same,,0,0,0,0,0,0
4051,     139  13  1,Maldives,2016,central region,44,8,1,rural,richer,3,alone only,,1,1,no,0,,,0.0,13,4,female,active in last 4 weeks,2,both want same,,,,,,,
4052,     139  13  6,Maldives,2016,central region,24,10,1,rural,richer,3,does not own,,0,1,currently working,1,cash only,about the same,10.0,13,1,female,active in last 4 weeks,1,both want same,respondent and husband/partner,,,,,,
4053,     139  13  7,Maldives,2016,central region,22,10,1,rural,richer,3,does not own,,0,1,no,0,,,3.0,13,0,female,active in last 4 weeks,1,both want same,,,,,,,
4054,     139  14  4,Maldives,2016,central region,36,5,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,don't know,8,3,female,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
4056,     139  15  4,Maldives,2016,central region,43,5,1,rural,richer,3,alone only,,1,1,currently working,1,cash only,less than him,5.0,7,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
4058,     139  18  3,Maldives,2016,central region,32,7,1,rural,poorest,0,does not own,,0,1,no,0,,,6.0,5,2,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
4059,     139  19  2,Maldives,2016,central region,45,5,1,rural,middle,2,does not own,,0,1,no,0,,,don't know,4,3,male,active in last 4 weeks,4,husband wants fewer,,1,0,0,0,1,1
4060,     139  21  1,Maldives,2016,central region,34,7,1,rural,poorest,0,does not own,,0,1,in the past year,0,cash only,less than him,5.0,6,4,female,not active in last 4 weeks - not postpartum abstinence,10,both want same,respondent and husband/partner,,,,,,
4061,     139  22  2,Maldives,2016,central region,34,10,1,rural,middle,2,jointly only,,1,1,in the past year,0,cash only,less than him,14.0,6,3,male,active in last 4 weeks,4,both want same,respondent alone,0,0,0,0,0,0
4063,     139  23  1,Maldives,2016,central region,36,4,1,rural,poorer,1,does not own,,0,1,no,0,,,0.0,8,5,female,active in last 4 weeks,non-numeric response,,,,,,,,
4065,     139  25  3,Maldives,2016,central region,41,10,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,8,3,female,active in last 4 weeks,2,husband wants fewer,,,,,,,
4066,     139  25  5,Maldives,2016,central region,40,0,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,less than him,7.0,8,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent and husband/partner,,,,,,
4067,     140   1  5,Maldives,2016,central region,29,7,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,6,1,female,active in last 4 weeks,3,don't know,,1,1,1,1,1,3
4070,     140   3  2,Maldives,2016,central region,35,10,1,rural,poorest,0,does not own,,0,1,in the past year,0,cash only,less than him,0.0,5,3,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,1,0,0,1,1
4071,     140   4  2,Maldives,2016,central region,31,7,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,6,4,male,active in last 4 weeks,2,husband wants more,,,,,,,
4073,     140   8  2,Maldives,2016,central region,29,6,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,8,2,male,active in last 4 weeks,3,both want same,,1,0,0,0,1,1
4074,     140   8  4,Maldives,2016,central region,30,7,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,8,2,male,active in last 4 weeks,4,both want same,,,,,,,
4075,     140  11  2,Maldives,2016,central region,32,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,6.0,5,3,male,active in last 4 weeks,2,husband wants more,respondent and husband/partner,0,0,0,0,0,0
4076,     140  12  2,Maldives,2016,central region,43,3,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,3.0,8,7,male,active in last 4 weeks,6,husband wants fewer,respondent and husband/partner,,,,,,
4079,     140  13  2,Maldives,2016,central region,40,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,6.0,7,6,male,active in last 4 weeks,6,both want same,respondent and husband/partner,0,0,0,0,0,0
4080,     140  16  6,Maldives,2016,central region,30,13,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,10,2,male,active in last 4 weeks,3,both want same,,,,,,,
4081,     140  16  9,Maldives,2016,central region,27,10,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,more than him,7.0,10,1,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,0,0,0,0,0,0
4082,     140  18  1,Maldives,2016,central region,31,7,1,rural,poorer,1,does not own,,0,1,no,0,,,9.0,4,2,female,not active in last 4 weeks - not postpartum abstinence,4,both want same,,0,0,0,0,0,0
4083,     140  19  3,Maldives,2016,central region,26,10,1,rural,poorest,0,does not own,,0,1,no,0,,,9.0,8,2,female,not active in last 4 weeks - not postpartum abstinence,non-numeric response,both want same,,1,0,0,0,1,1
4084,     140  21  1,Maldives,2016,central region,37,6,1,rural,poorest,0,does not own,,0,1,"have a job, but on leave last 7 days",1,cash and in-kind,less than him,don't know,1,0,female,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,0,0,0,0,0,0
4085,     140  22  2,Maldives,2016,central region,46,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,0.0,7,6,male,not active in last 4 weeks - not postpartum abstinence,8,both want same,respondent and husband/partner,,,,,,
4086,     140  22  5,Maldives,2016,central region,24,0,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,7,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
4087,     140  23  2,Maldives,2016,central region,41,7,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,5,3,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,,0,0,0,0,0,0
4088,     140  24  1,Maldives,2016,central region,42,5,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,5.0,10,9,female,active in last 4 weeks,7,both want same,respondent and husband/partner,0,0,0,0,0,0
4089,     140  24  4,Maldives,2016,central region,25,10,1,rural,poorer,1,does not own,,0,1,currently working,1,cash and in-kind,about the same,10.0,10,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent and husband/partner,,,,,,
4091,     140  25  1,Maldives,2016,central region,39,6,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,3.0,6,4,female,active in last 4 weeks,2,both want same,respondent alone,0,0,0,0,0,0
4092,     140  26  2,Maldives,2016,central region,26,10,1,rural,middle,2,does not own,,0,1,"have a job, but on leave last 7 days",1,cash only,less than him,7.0,10,1,male,active in last 4 weeks,3,husband wants more,respondent and husband/partner,0,1,0,0,1,1
4093,     140  26  5,Maldives,2016,central region,25,10,1,rural,middle,2,does not own,,0,1,currently working,1,in-kind only,,don't know,10,0,male,active in last 4 weeks,4,don't know,,,,,,,
4094,     141   1  2,Maldives,2016,central region,35,6,1,rural,poorest,0,jointly only,,1,1,no,0,,,0.0,4,2,male,active in last 4 weeks,5,both want same,,,,,,,
4096,     141   2  2,Maldives,2016,central region,35,7,1,rural,richer,3,does not own,,0,1,no,0,,,9.0,13,1,male,active in last 4 weeks,3,both want same,,,,,,,
4097,     141   2 10,Maldives,2016,central region,25,10,1,rural,richer,3,does not own,,0,1,no,0,,,10.0,13,2,male,not active in last 4 weeks - postpartum abstinence,4,husband wants more,,,,,,,
4100,     141   4  4,Maldives,2016,central region,23,15,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,about the same,15.0,5,0,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
4101,     141   6  1,Maldives,2016,central region,30,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,8.0,6,3,female,active in last 4 weeks,3,husband wants more,respondent and husband/partner,1,0,0,0,1,1
4102,     141   7  2,Maldives,2016,central region,29,7,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,8,3,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
4104,     141  10  2,Maldives,2016,central region,41,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,5.0,12,3,male,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
4105,     141  10  4,Maldives,2016,central region,30,7,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,12,3,male,active in last 4 weeks,4,both want same,,,,,,,
4108,     141  13  2,Maldives,2016,central region,46,7,1,rural,poorer,1,jointly only,,1,1,currently working,1,cash only,less than him,7.0,3,5,male,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
4109,     141  14  2,Maldives,2016,central region,28,10,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,3,2,male,active in last 4 weeks,3,both want same,,0,0,0,0,0,0
4110,     141  15  3,Maldives,2016,central region,33,6,1,rural,middle,2,does not own,,0,1,no,0,,,5.0,6,2,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
4111,     141  18  1,Maldives,2016,central region,40,7,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,less than him,7.0,5,3,female,active in last 4 weeks,5,both want same,respondent alone,1,0,0,0,1,1
4112,     141  20  5,Maldives,2016,central region,30,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,about the same,7.0,5,0,male,active in last 4 weeks,2,don't know,respondent alone,0,0,0,0,0,0
4113,     141  21  5,Maldives,2016,central region,26,10,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,14,2,female,not active in last 4 weeks - not postpartum abstinence,4,husband wants fewer,,,,,,,
4114,     141  21  6,Maldives,2016,central region,25,10,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,14,1,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
4115,     141  21  8,Maldives,2016,central region,25,10,1,rural,middle,2,both alone and jointly,,1,1,no,0,,,9.0,14,1,female,active in last 4 weeks,3,both want same,,0,0,0,0,0,0
4117,     141  23  3,Maldives,2016,central region,32,15,1,rural,middle,2,does not own,,0,1,"have a job, but on leave last 7 days",1,cash and in-kind,less than him,15.0,8,1,male,active in last 4 weeks,4,both want same,respondent alone,0,0,0,0,0,0
4118,     141  23  4,Maldives,2016,central region,32,7,1,rural,middle,2,does not own,,0,1,no,0,,,don't know,8,1,male,active in last 4 weeks,2,don't know,,,,,,,
4123,     142   3  2,Maldives,2016,central region,36,10,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,0.0,5,3,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
4124,     142   4  2,Maldives,2016,central region,28,10,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,2,0,male,active in last 4 weeks,4,don't know,,0,0,0,0,0,0
4126,     142   6  2,Maldives,2016,central region,36,7,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,more than him,0.0,2,1,male,active in last 4 weeks,4,both want same,respondent and husband/partner,0,1,0,0,1,1
4127,     142   7  2,Maldives,2016,central region,33,10,1,rural,poorest,0,does not own,,0,1,in the past year,0,cash only,less than him,7.0,7,2,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
4129,     142  10  1,Maldives,2016,central region,42,7,1,rural,poorer,1,alone only,,1,1,no,0,,,5.0,3,3,female,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
4130,     142  13  1,Maldives,2016,central region,47,6,1,rural,poorer,1,jointly only,,1,1,currently working,1,cash only,less than him,0.0,4,4,female,active in last 4 weeks,4,both want same,respondent alone,,,,,,
4131,     142  15  2,Maldives,2016,central region,38,7,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,4,3,male,active in last 4 weeks,3,,,0,1,1,0,1,1
4132,     142  16  1,Maldives,2016,central region,35,7,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,7.0,5,2,female,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
4133,     142  17  2,Maldives,2016,central region,34,6,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,4,2,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
4134,     142  18  4,Maldives,2016,central region,29,10,1,rural,poorer,1,does not own,,0,1,"have a job, but on leave last 7 days",1,cash only,more than him,7.0,6,1,female,not active in last 4 weeks - postpartum abstinence,4,don't know,respondent and husband/partner,,,,,,
4135,     142  20  2,Maldives,2016,central region,43,7,1,rural,poorer,1,alone only,,1,1,in the past year,0,cash only,about the same,0.0,5,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
4137,     142  24  2,Maldives,2016,central region,47,0,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,less than him,0.0,7,3,male,active in last 4 weeks,4,both want same,respondent and husband/partner,0,0,0,0,0,0
4138,     142  24  4,Maldives,2016,central region,23,10,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,7,1,male,active in last 4 weeks,3,both want same,,,,,,,
4139,     142  24  5,Maldives,2016,central region,24,10,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,7,1,male,active in last 4 weeks,2,both want same,,,,,,,
4140,     143   1  2,Maldives,2016,central region,47,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,more than him,0.0,2,4,male,not active in last 4 weeks - not postpartum abstinence,0,,respondent and husband/partner,1,1,1,0,1,2
4141,     143   2  2,Maldives,2016,central region,31,10,1,rural,middle,2,alone only,,1,1,currently working,1,cash only,more than him,15.0,4,1,male,active in last 4 weeks,4,both want same,respondent and husband/partner,1,1,0,0,1,2
4142,     143   3  2,Maldives,2016,central region,40,12,1,rural,poorer,1,does not own,,0,1,no,0,,,0.0,6,3,male,active in last 4 weeks,2,,,,,,,,
4143,     143   3  4,Maldives,2016,central region,20,12,1,rural,poorer,1,alone only,,1,1,currently working,1,cash only,more than him,8.0,6,0,male,active in last 4 weeks,3,both want same,respondent and husband/partner,1,1,0,0,1,2
4144,     143   4  3,Maldives,2016,central region,31,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,10.0,11,0,female,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
4145,     143   4  4,Maldives,2016,central region,29,10,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,8.0,11,2,female,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
4146,     143   4  5,Maldives,2016,central region,22,10,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,10.0,11,1,female,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
4147,     143   5  1,Maldives,2016,central region,27,10,1,rural,poorer,1,does not own,,0,1,in the past year,0,cash only,more than him,10.0,2,1,female,active in last 4 weeks,2,don't know,respondent alone,,,,,,
4148,     143   7  3,Maldives,2016,central region,29,10,1,rural,richer,3,does not own,,0,1,no,0,,,10.0,7,1,male,active in last 4 weeks,3,both want same,,,,,,,
4149,     143   7  5,Maldives,2016,central region,31,10,1,rural,richer,3,does not own,,0,1,no,0,,,10.0,7,2,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
4150,     143   9  2,Maldives,2016,central region,37,7,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,don't know,5,3,female,active in last 4 weeks,2,don't know,respondent alone,0,0,0,0,0,0
4151,     143   9  4,Maldives,2016,central region,31,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,10.0,5,1,female,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
4152,     143  10  6,Maldives,2016,central region,42,0,1,rural,poorer,1,alone only,,1,1,no,0,,,7.0,9,4,female,active in last 4 weeks,non-numeric response,husband wants more,,0,0,0,0,0,0
4153,     143  11  2,Maldives,2016,central region,28,10,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,7.0,4,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent and husband/partner,0,0,0,0,0,0
4154,     143  14  1,Maldives,2016,central region,40,7,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,7.0,2,2,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,respondent alone,0,0,0,0,0,0
4155,     143  18  2,Maldives,2016,central region,46,15,1,rural,poorest,0,does not own,,0,1,no,0,,,0.0,3,2,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
4156,     143  19  2,Maldives,2016,central region,43,4,1,rural,poorest,0,alone only,,1,1,no,0,,,4.0,5,4,male,active in last 4 weeks,6,both want same,,0,0,0,0,0,0
4157,     143  20  1,Maldives,2016,central region,28,10,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,5,2,female,active in last 4 weeks,4,husband wants fewer,,0,0,0,0,0,0
4158,     143  22  2,Maldives,2016,central region,33,7,1,rural,poorer,1,does not own,,0,1,"have a job, but on leave last 7 days",1,cash only,don't know,don't know,5,3,male,active in last 4 weeks,3,husband wants more,respondent alone,0,0,0,0,0,0
4159,     143  25  4,Maldives,2016,central region,35,8,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,10.0,7,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
4161,     144   1  1,Maldives,2016,central region,33,14,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,3,2,female,not active in last 4 weeks - postpartum abstinence,2,husband wants more,,0,0,0,0,0,0
4162,     144   2  1,Maldives,2016,central region,40,6,1,rural,poorest,0,does not own,,0,1,no,0,,,don't know,4,4,female,active in last 4 weeks,5,,,0,0,0,0,0,0
4164,     144   3  2,Maldives,2016,central region,20,12,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,12.0,5,0,female,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
4166,     144   4  1,Maldives,2016,central region,31,9,1,rural,poorer,1,alone only,,1,1,currently working,1,cash only,about the same,9.0,4,3,female,active in last 4 weeks,2,,respondent and husband/partner,0,0,0,0,0,0
4167,     144   5  2,Maldives,2016,central region,42,0,1,rural,poorer,1,alone only,,1,1,currently working,1,cash only,less than him,0.0,7,0,female,active in last 4 weeks,2,don't know,respondent alone,,,,,,
4168,     144   6  1,Maldives,2016,central region,34,7,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,7,3,female,active in last 4 weeks,2,husband wants more,,1,0,0,0,1,1
4169,     144   6  3,Maldives,2016,central region,27,10,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,7,1,female,active in last 4 weeks,2,husband wants more,,,,,,,
4170,     144   8  2,Maldives,2016,central region,26,14,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,7.0,3,1,male,active in last 4 weeks,2,husband wants fewer,respondent alone,1,1,0,0,1,2
4173,     144  12  3,Maldives,2016,central region,36,7,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,7.0,19,4,male,active in last 4 weeks,0,both want same,respondent alone,,,,,,
4174,     144  12  6,Maldives,2016,central region,25,10,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,19,2,male,active in last 4 weeks,3,both want same,,,,,,,
4175,     144  12  7,Maldives,2016,central region,29,13,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,19,1,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
4176,     144  12  9,Maldives,2016,central region,22,10,1,rural,middle,2,does not own,,0,1,in the past year,0,cash and in-kind,less than him,10.0,19,1,male,active in last 4 weeks,2,husband wants fewer,respondent alone,,,,,,
4177,     144  13  3,Maldives,2016,central region,23,10,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,6,3,female,active in last 4 weeks,4,husband wants more,,1,0,0,0,1,1
4179,     144  14  2,Maldives,2016,central region,31,16,1,rural,middle,2,alone only,,1,1,currently working,1,cash only,less than him,10.0,4,2,male,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
4180,     144  16  2,Maldives,2016,central region,34,9,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,don't know,5,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,1,1,0,0,1,2
4181,     144  18  2,Maldives,2016,central region,39,7,1,rural,poorest,0,does not own,,0,1,in the past year,0,cash only,about the same,7.0,8,6,male,active in last 4 weeks,5,don't know,respondent and husband/partner,,,,,,
4184,     144  19  2,Maldives,2016,central region,25,10,1,rural,middle,2,does not own,,0,1,in the past year,0,in-kind only,,8.0,4,4,male,active in last 4 weeks,3,both want same,,1,0,0,0,1,1
4185,     144  21  1,Maldives,2016,central region,28,7,1,rural,middle,2,alone only,,1,1,currently working,1,cash only,less than him,10.0,5,3,female,active in last 4 weeks,4,both want same,respondent and husband/partner,0,0,0,0,0,0
4187,     144  23  2,Maldives,2016,central region,36,10,1,rural,poorest,0,does not own,,0,1,no,0,,,don't know,7,5,male,active in last 4 weeks,4,,,,,,,,
4191,     145   1  1,Maldives,2016,central region,47,7,1,rural,poorer,1,jointly only,,1,1,no,0,,,0.0,13,7,female,active in last 4 weeks,5,,,,,,,,
4192,     145   1  3,Maldives,2016,central region,31,14,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,7.0,13,2,female,active in last 4 weeks,non-numeric response,both want same,respondent and husband/partner,1,0,0,0,1,1
4193,     145   1  5,Maldives,2016,central region,29,10,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,13,2,female,active in last 4 weeks,3,both want same,,,,,,,
4194,     145   1  6,Maldives,2016,central region,27,10,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,13,1,female,active in last 4 weeks,2,both want same,,,,,,,
4195,     145   2  2,Maldives,2016,central region,33,7,1,rural,poorest,0,alone only,,1,1,currently working,1,not paid,,7.0,6,4,male,active in last 4 weeks,non-numeric response,don't know,,,,,,,
4196,     145   3  2,Maldives,2016,central region,29,8,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,about the same,7.0,7,2,male,active in last 4 weeks,4,don't know,husband/partner alone,,,,,,
4197,     145   6  2,Maldives,2016,central region,33,7,1,rural,poorer,1,jointly only,,1,1,currently working,1,cash and in-kind,less than him,don't know,3,1,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,1,1,1,0,1,2
4198,     145  10  2,Maldives,2016,central region,41,4,1,rural,middle,2,jointly only,,1,1,currently working,1,cash only,less than him,7.0,9,8,male,active in last 4 weeks,4,,respondent alone,,,,,,
4199,     145  10  4,Maldives,2016,central region,20,12,1,rural,middle,2,does not own,,0,1,no,0,,,14.0,9,1,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
4200,     145  14  3,Maldives,2016,central region,26,12,1,rural,middle,2,jointly only,,1,1,no,0,,,10.0,7,1,male,active in last 4 weeks,3,husband wants fewer,,,,,,,
4201,     145  14  4,Maldives,2016,central region,21,12,1,rural,middle,2,does not own,,0,1,in the past year,0,cash only,about the same,7.0,7,0,male,active in last 4 weeks,4,don't know,respondent alone,0,0,0,0,0,0
4203,     145  16  4,Maldives,2016,central region,33,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,7.0,8,4,female,active in last 4 weeks,4,both want same,respondent and husband/partner,0,0,0,0,0,0
4204,     145  17  1,Maldives,2016,central region,31,6,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,0.0,4,3,female,active in last 4 weeks,3,,respondent and husband/partner,1,0,0,0,1,1
4206,     145  18  4,Maldives,2016,central region,46,0,1,rural,poorer,1,does not own,,0,1,no,0,,,don't know,10,6,female,active in last 4 weeks,0,don't know,,,,,,,
4207,     145  18  5,Maldives,2016,central region,32,7,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,10,3,female,active in last 4 weeks,3,both want same,,,,,,,
4209,     145  18  7,Maldives,2016,central region,21,10,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,10.0,10,0,female,active in last 4 weeks,2,don't know,respondent and husband/partner,,,,,,
