,caseid,country,year,province,age,education,if_union,if_urban,wealth_index,wealth_index_code,house_ownership,land_owenership,if_own_house,if_own_land,if_employment,if_employment_current,employment_pay_method,if_earn_more,partner_edu,num_household,num_child,sex_head_household,sexual_activity,ideal_num_child,partner_ideal_child,money_decide_person,if_emo_vio,if_phy_vio,if_phy_vio_severe,if_sex_vio,if_vio,num_vio
6437,       231 6  3,Cambodia,2014,phnom penh,32,16,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,18.0,7,1,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent and husband/partner,,,,,,
6442,       231 8  6,Cambodia,2014,phnom penh,26,8,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,more than him,12.0,8,1,male,active in last 4 weeks,2,husband wants more,respondent alone,,,,,,
6446,       23110  4,Cambodia,2014,phnom penh,28,3,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,10.0,10,1,male,active in last 4 weeks,5,husband wants more,respondent and husband/partner,,,,,,
6448,       23111  2,Cambodia,2014,phnom penh,38,8,1,urban,richest,4,does not own,does not own,0,0,currently working,1,not paid,,6.0,2,0,male,active in last 4 weeks,0,husband wants more,,,,,,,
6449,       23112  3,Cambodia,2014,phnom penh,27,16,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,16.0,5,1,male,not active in last 4 weeks - postpartum abstinence,2,both want same,respondent alone,,,,,,
6454,       23115  6,Cambodia,2014,phnom penh,21,10,1,urban,richest,4,does not own,does not own,0,0,no,0,,,12.0,12,0,male,active in last 4 weeks,3,both want same,,,,,,,
6455,       23115  7,Cambodia,2014,phnom penh,33,2,1,urban,richest,4,both alone and jointly,does not own,1,0,no,0,,,5.0,12,4,male,not active in last 4 weeks - postpartum abstinence,4,don't know,,,,,,,
6456,       23116  3,Cambodia,2014,phnom penh,49,12,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,more than him,7.0,7,3,female,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6459,       23122  2,Cambodia,2014,phnom penh,39,7,1,urban,richest,4,does not own,does not own,0,0,no,0,,,12.0,6,3,male,active in last 4 weeks,don't know,husband wants more,,0,0,0,0,0,0
6460,       23123  3,Cambodia,2014,phnom penh,31,15,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,17.0,8,2,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6462,       23124  2,Cambodia,2014,phnom penh,33,16,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,20.0,10,3,female,active in last 4 weeks,4,husband wants fewer,,,,,,,
6463,       23124  3,Cambodia,2014,phnom penh,28,16,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,20.0,10,2,female,not active in last 4 weeks - postpartum abstinence,6,husband wants more,,,,,,,
6464,       232 1  2,Cambodia,2014,phnom penh,34,5,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,3.0,7,3,male,active in last 4 weeks,2,both want same,respondent alone,1,0,0,0,1,1
6467,       232 5  2,Cambodia,2014,phnom penh,40,14,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,9.0,6,4,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,,,,,,
6468,       232 7  2,Cambodia,2014,phnom penh,43,7,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,7.0,4,2,male,active in last 4 weeks,4,both want same,respondent alone,0,0,0,0,0,0
6474,       23210  2,Cambodia,2014,phnom penh,39,6,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,2.0,5,4,male,active in last 4 weeks,1,both want same,husband/partner alone,,,,,,
6478,       23215  2,Cambodia,2014,phnom penh,37,12,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,16.0,7,2,female,active in last 4 weeks,3,husband wants more,respondent alone,,,,,,
6480,       23218  2,Cambodia,2014,phnom penh,44,7,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,8.0,4,2,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
6482,       23219  5,Cambodia,2014,phnom penh,34,6,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,9.0,8,2,male,active in last 4 weeks,5,both want same,respondent alone,0,0,0,0,0,0
6483,       23221  4,Cambodia,2014,phnom penh,34,12,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,18.0,7,2,female,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6485,       23222  2,Cambodia,2014,phnom penh,34,7,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,less than him,7.0,5,3,male,active in last 4 weeks,4,both want same,respondent alone,0,0,0,0,0,0
6486,       233 1  1,Cambodia,2014,phnom penh,45,4,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,16.0,6,2,female,not active in last 4 weeks - not postpartum abstinence,don't know,both want same,respondent alone,0,0,0,0,0,0
6487,       233 1  3,Cambodia,2014,phnom penh,24,11,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,16.0,6,1,female,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6488,       233 4  8,Cambodia,2014,phnom penh,23,12,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,16.0,8,0,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent alone,0,0,0,0,0,0
6489,       233 6  2,Cambodia,2014,phnom penh,31,2,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,7.0,3,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
6492,       233 9  3,Cambodia,2014,phnom penh,24,14,1,urban,richest,4,does not own,does not own,0,0,no,0,,,12.0,4,1,female,active in last 4 weeks,2,both want same,,,,,,,
6493,       23310  2,Cambodia,2014,phnom penh,30,6,1,urban,richest,4,does not own,alone only,0,1,currently working,1,cash only,more than him,8.0,4,1,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6496,       23312  2,Cambodia,2014,phnom penh,31,1,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,8.0,7,3,male,active in last 4 weeks,3,don't know,respondent and husband/partner,,,,,,
6499,       23313  3,Cambodia,2014,phnom penh,21,13,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,13.0,3,0,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6500,       23314  3,Cambodia,2014,phnom penh,45,8,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,6.0,9,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
6502,       23315  1,Cambodia,2014,phnom penh,28,16,1,urban,richest,4,both alone and jointly,does not own,1,0,currently working,1,cash only,about the same,16.0,8,0,female,active in last 4 weeks,3,don't know,respondent alone,,,,,,
6503,       23315  4,Cambodia,2014,phnom penh,35,12,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,12.0,8,2,female,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6507,       23321  2,Cambodia,2014,phnom penh,32,12,1,urban,richest,4,does not own,does not own,0,0,no,0,,,9.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,3,don't know,,,,,,,
6509,       23324  2,Cambodia,2014,phnom penh,34,12,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,16.0,7,3,female,active in last 4 weeks,4,both want same,respondent alone,,,,,,
6511,       234 1  3,Cambodia,2014,phnom penh,38,3,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,9.0,4,2,female,active in last 4 weeks,2,both want same,respondent alone,0,0,0,0,0,0
6512,       234 2  2,Cambodia,2014,phnom penh,26,8,1,urban,richest,4,does not own,does not own,0,0,no,0,,,12.0,6,2,male,active in last 4 weeks,3,both want same,,,,,,,
6519,       234 8  2,Cambodia,2014,phnom penh,31,8,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,9.0,8,2,male,active in last 4 weeks,3,both want same,,,,,,,
6521,       234 9  2,Cambodia,2014,phnom penh,42,9,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,9.0,10,3,male,active in last 4 weeks,2,both want same,,,,,,,
6522,       234 9  6,Cambodia,2014,phnom penh,23,6,1,urban,richest,4,does not own,does not own,0,0,in the past year,0,cash only,less than him,8.0,10,0,male,active in last 4 weeks,2,don't know,respondent alone,,,,,,
6528,       23412  2,Cambodia,2014,phnom penh,45,0,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,8.0,7,3,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent alone,,,,,,
6529,       23412  3,Cambodia,2014,phnom penh,32,2,1,urban,richest,4,both alone and jointly,does not own,1,0,no,0,,,5.0,7,1,male,active in last 4 weeks,2,both want same,,,,,,,
6530,       23414  1,Cambodia,2014,phnom penh,46,4,1,urban,richest,4,alone only,does not own,1,0,currently working,1,cash only,less than him,0.0,4,6,female,not active in last 4 weeks - not postpartum abstinence,6,don't know,respondent alone,,,,,,
6531,       23416  2,Cambodia,2014,phnom penh,46,2,1,urban,richest,4,jointly only,does not own,1,0,no,0,,,12.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,,,,,,,
6533,       23417  3,Cambodia,2014,phnom penh,31,12,1,urban,richest,4,does not own,jointly only,0,1,no,0,,,14.0,8,2,female,active in last 4 weeks,3,,,,,,,,
6535,       23418  2,Cambodia,2014,phnom penh,37,9,1,urban,richest,4,jointly only,alone only,1,1,currently working,1,cash only,about the same,6.0,5,3,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
6536,       23420  2,Cambodia,2014,phnom penh,48,6,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,6.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,2,husband wants more,respondent alone,,,,,,
6539,       23422  3,Cambodia,2014,phnom penh,28,4,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,8.0,12,1,male,active in last 4 weeks,2,both want same,respondent alone,0,1,0,0,1,1
6540,       23422  4,Cambodia,2014,phnom penh,24,5,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,8.0,12,0,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6541,       23422  6,Cambodia,2014,phnom penh,17,8,1,urban,richest,4,does not own,does not own,0,0,no,0,,,14.0,12,0,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
6542,       23423  3,Cambodia,2014,phnom penh,32,2,1,urban,richest,4,does not own,does not own,0,0,no,0,,,don't know,5,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
6546,       235 2  2,Cambodia,2014,phnom penh,38,12,1,urban,richest,4,alone only,does not own,1,0,currently working,1,cash only,about the same,12.0,5,3,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6550,       235 4  8,Cambodia,2014,phnom penh,29,16,1,urban,richest,4,does not own,jointly only,0,1,currently working,1,cash only,about the same,17.0,8,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
6552,       235 5  4,Cambodia,2014,phnom penh,22,10,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,12.0,12,0,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,,,,,,
6553,       235 5  7,Cambodia,2014,phnom penh,28,8,1,urban,richest,4,does not own,does not own,0,0,no,0,,,12.0,12,3,female,not active in last 4 weeks - postpartum abstinence,3,husband wants more,,,,,,,
6559,       23511  2,Cambodia,2014,phnom penh,45,2,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,more than him,14.0,9,2,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,,,,,,
6564,       23513  2,Cambodia,2014,phnom penh,47,6,1,urban,richest,4,jointly only,jointly only,1,1,in the past year,0,cash only,about the same,10.0,10,4,male,active in last 4 weeks,4,husband wants more,respondent alone,0,0,0,0,0,0
6565,       23513  3,Cambodia,2014,phnom penh,27,17,1,urban,richest,4,does not own,jointly only,0,1,currently working,1,cash only,less than him,17.0,10,3,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
6570,       23515  2,Cambodia,2014,phnom penh,43,5,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,9.0,4,2,male,active in last 4 weeks,2,both want same,,,,,,,
6574,       23517  4,Cambodia,2014,phnom penh,44,11,1,urban,richest,4,does not own,jointly only,0,1,currently working,1,cash only,about the same,6.0,12,3,male,active in last 4 weeks,5,,respondent alone,,,,,,
6576,       23518  2,Cambodia,2014,phnom penh,31,16,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,less than him,18.0,6,2,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6578,       23520  6,Cambodia,2014,phnom penh,29,16,1,urban,richest,4,does not own,does not own,0,0,"have a job, but on leave last 7 days",1,cash only,less than him,16.0,7,0,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
6582,       23521  6,Cambodia,2014,phnom penh,36,0,1,urban,richest,4,does not own,does not own,0,0,in the past year,0,cash only,husband/partner doesn't bring in money,4.0,8,0,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,,,,,,
6583,       23522  1,Cambodia,2014,phnom penh,45,2,1,urban,richest,4,alone only,alone only,1,1,currently working,1,cash only,more than him,16.0,7,7,female,active in last 4 weeks,non-numeric response,,respondent alone,0,0,0,0,0,0
6587,       23524  2,Cambodia,2014,phnom penh,39,8,1,urban,richest,4,alone only,does not own,1,0,no,0,,,8.0,3,1,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
6588,       236 1  2,Cambodia,2014,phnom penh,40,12,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,9.0,6,3,male,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
6591,       236 3  2,Cambodia,2014,phnom penh,37,11,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,17.0,8,4,male,active in last 4 weeks,6,,respondent alone,,,,,,
6595,       236 4  3,Cambodia,2014,phnom penh,36,12,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,16.0,5,0,female,not active in last 4 weeks - not postpartum abstinence,2,don't know,respondent alone,,,,,,
6596,       236 4  5,Cambodia,2014,phnom penh,27,5,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,6.0,5,1,female,active in last 4 weeks,3,husband wants more,respondent and husband/partner,0,0,0,0,0,0
6598,       236 6  2,Cambodia,2014,phnom penh,46,6,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,12.0,9,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
6602,       236 9  2,Cambodia,2014,phnom penh,40,6,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,10.0,8,2,male,active in last 4 weeks,3,husband wants more,respondent and husband/partner,,,,,,
6606,       23611  5,Cambodia,2014,phnom penh,25,18,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,16.0,7,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
6611,       23615  2,Cambodia,2014,phnom penh,31,8,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,8.0,6,2,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
6614,       23616  7,Cambodia,2014,phnom penh,24,15,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,16.0,8,1,female,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
6615,       23617  2,Cambodia,2014,phnom penh,45,9,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,12.0,5,3,male,active in last 4 weeks,4,husband wants more,respondent and husband/partner,,,,,,
6618,       23618  2,Cambodia,2014,phnom penh,48,9,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,9.0,3,2,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
6620,       23619  3,Cambodia,2014,phnom penh,28,8,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,12.0,9,3,female,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
6621,       23620  3,Cambodia,2014,phnom penh,24,16,1,urban,richest,4,does not own,does not own,0,0,"have a job, but on leave last 7 days",1,cash only,less than him,16.0,6,1,male,not active in last 4 weeks - postpartum abstinence,2,don't know,someone else,,,,,,
6623,       23621  2,Cambodia,2014,phnom penh,34,16,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,16.0,5,2,female,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
6625,       23623  3,Cambodia,2014,phnom penh,29,6,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,16.0,8,2,female,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6629,       237 1  4,Cambodia,2014,phnom penh,21,12,1,urban,richest,4,does not own,does not own,0,0,in the past year,0,cash only,less than him,11.0,9,0,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
6633,       237 4  4,Cambodia,2014,phnom penh,29,16,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,19.0,6,0,male,active in last 4 weeks,1,both want same,respondent alone,,,,,,
6635,       237 5  2,Cambodia,2014,phnom penh,26,9,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,19.0,4,1,male,active in last 4 weeks,2,both want same,,,,,,,
6637,       237 7  2,Cambodia,2014,phnom penh,30,9,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,9.0,6,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
6643,       23712  2,Cambodia,2014,phnom penh,33,1,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,12.0,6,2,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent alone,,,,,,
6646,       23713  1,Cambodia,2014,phnom penh,43,5,1,urban,richest,4,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,5.0,6,2,female,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6650,       23715  5,Cambodia,2014,phnom penh,27,8,1,urban,richest,4,does not own,does not own,0,0,no,0,,,7.0,11,2,male,active in last 4 weeks,3,both want same,,,,,,,
6651,       23715  7,Cambodia,2014,phnom penh,19,12,1,urban,richest,4,does not own,does not own,0,0,no,0,,,9.0,11,0,male,active in last 4 weeks,3,both want same,,,,,,,
6652,       23715  8,Cambodia,2014,phnom penh,28,6,1,urban,richest,4,does not own,does not own,0,0,no,0,,,9.0,11,1,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
6653,       23717  3,Cambodia,2014,phnom penh,30,16,1,urban,richest,4,does not own,jointly only,0,1,currently working,1,cash only,less than him,4.0,8,2,male,active in last 4 weeks,3,husband wants more,respondent alone,,,,,,
6654,       23718  2,Cambodia,2014,phnom penh,34,16,1,urban,richest,4,does not own,jointly only,0,1,currently working,1,cash only,less than him,18.0,11,2,male,active in last 4 weeks,2,husband wants more,respondent and husband/partner,,,,,,
6655,       23718  3,Cambodia,2014,phnom penh,28,16,1,urban,richest,4,does not own,jointly only,0,1,currently working,1,cash only,more than him,16.0,11,1,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent and husband/partner,,,,,,
6658,       23719  2,Cambodia,2014,phnom penh,28,12,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,12.0,6,3,male,active in last 4 weeks,2,both want same,respondent alone,0,1,0,0,1,1
6659,       23721  3,Cambodia,2014,phnom penh,25,3,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,16.0,7,1,male,active in last 4 weeks,2,husband wants more,,,,,,,
6661,       23723  2,Cambodia,2014,phnom penh,46,12,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,12.0,6,3,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6664,       238 1  2,Cambodia,2014,phnom penh,35,8,1,urban,richest,4,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,19.0,4,1,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
6670,       238 4  2,Cambodia,2014,phnom penh,32,7,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,less than him,7.0,4,1,male,active in last 4 weeks,2,both want same,respondent alone,0,0,0,0,0,0
6671,       238 5  2,Cambodia,2014,phnom penh,46,6,1,urban,richest,4,jointly only,does not own,1,0,no,0,,,9.0,4,2,male,active in last 4 weeks,4,husband wants fewer,,,,,,,
6673,       238 6  2,Cambodia,2014,phnom penh,43,12,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,18.0,5,2,male,active in last 4 weeks,don't know,both want same,respondent and husband/partner,,,,,,
6674,       238 7  2,Cambodia,2014,phnom penh,30,8,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,9.0,4,2,male,active in last 4 weeks,5,don't know,respondent alone,0,0,0,0,0,0
6675,       238 8  2,Cambodia,2014,phnom penh,39,4,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,11.0,4,2,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6677,       238 9  3,Cambodia,2014,phnom penh,34,12,1,urban,richest,4,does not own,does not own,0,0,no,0,,,14.0,6,3,female,active in last 4 weeks,2,husband wants more,,,,,,,
6679,       23810  4,Cambodia,2014,phnom penh,44,12,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,9.0,10,2,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6680,       23810  5,Cambodia,2014,phnom penh,31,16,1,urban,richest,4,does not own,does not own,0,0,no,0,,,18.0,10,0,male,active in last 4 weeks,2,both want same,,,,,,,
6682,       23811  3,Cambodia,2014,phnom penh,44,5,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,less than him,12.0,5,2,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent alone,,,,,,
6686,       23813  4,Cambodia,2014,phnom penh,46,5,1,urban,richest,4,does not own,jointly only,0,1,currently working,1,cash only,about the same,12.0,6,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
6687,       23814  3,Cambodia,2014,phnom penh,27,12,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,4.0,4,1,female,active in last 4 weeks,2,both want same,,,,,,,
6688,       23817  2,Cambodia,2014,phnom penh,45,19,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,12.0,7,3,male,not active in last 4 weeks - not postpartum abstinence,4,husband wants fewer,respondent alone,,,,,,
6691,       23818  2,Cambodia,2014,phnom penh,47,6,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,6.0,6,3,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6698,       23820  5,Cambodia,2014,phnom penh,24,6,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,5.0,7,1,female,active in last 4 weeks,2,husband wants more,respondent alone,,,,,,
6701,       23821  7,Cambodia,2014,phnom penh,25,8,1,urban,richest,4,does not own,alone only,0,1,currently working,1,cash only,about the same,5.0,14,0,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6706,       23821 13,Cambodia,2014,phnom penh,33,0,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,don't know,14,0,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
6708,       23822  2,Cambodia,2014,phnom penh,48,4,1,urban,richest,4,jointly only,alone only,1,1,currently working,1,cash only,more than him,7.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent and husband/partner,1,0,0,0,1,1
6710,       23823  4,Cambodia,2014,phnom penh,26,16,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,16.0,5,0,female,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6711,       239 1  1,Cambodia,2014,phnom penh,49,1,1,urban,richer,3,alone only,does not own,1,0,currently working,1,cash only,husband/partner doesn't bring in money,6.0,6,1,female,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,0,0,0,0,0,0
6712,       239 1  2,Cambodia,2014,phnom penh,25,2,1,urban,richer,3,does not own,does not own,0,0,currently working,1,cash only,about the same,2.0,6,2,female,active in last 4 weeks,3,both want same,respondent alone,,,,,,
6713,       239 2  1,Cambodia,2014,phnom penh,33,5,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,12.0,7,3,female,active in last 4 weeks,2,both want same,,,,,,,
6714,       239 3  2,Cambodia,2014,phnom penh,49,12,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,13.0,8,0,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
6716,       239 4  4,Cambodia,2014,phnom penh,23,2,1,urban,richest,4,alone only,does not own,1,0,currently working,1,cash only,less than him,8.0,5,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,1,1,0,0,1,2
6717,       239 5  2,Cambodia,2014,phnom penh,44,9,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,about the same,9.0,9,6,male,active in last 4 weeks,5,both want same,respondent alone,,,,,,
6718,       239 5  3,Cambodia,2014,phnom penh,22,11,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,less than him,5.0,9,1,male,active in last 4 weeks,1,husband wants more,respondent alone,,,,,,
6722,       239 7  1,Cambodia,2014,phnom penh,49,3,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,9.0,7,0,female,active in last 4 weeks,non-numeric response,both want same,respondent and husband/partner,,,,,,
6723,       239 7  3,Cambodia,2014,phnom penh,33,4,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,less than him,3.0,7,1,female,active in last 4 weeks,3,husband wants more,respondent and husband/partner,,,,,,
6724,       239 7  5,Cambodia,2014,phnom penh,23,4,1,urban,richest,4,both alone and jointly,does not own,1,0,currently working,1,cash only,more than him,10.0,7,0,female,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
6725,       239 8  1,Cambodia,2014,phnom penh,40,11,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,less than him,13.0,5,3,female,active in last 4 weeks,4,both want same,respondent alone,,,,,,
6726,       239 9  1,Cambodia,2014,phnom penh,38,5,1,urban,richest,4,jointly only,jointly only,1,1,no,0,,,9.0,6,3,female,active in last 4 weeks,don't know,husband wants more,,,,,,,
6731,       23912  2,Cambodia,2014,phnom penh,24,7,1,urban,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,10.0,3,1,male,active in last 4 weeks,2,husband wants more,respondent and husband/partner,,,,,,
6732,       23913  1,Cambodia,2014,phnom penh,45,9,1,urban,richest,4,jointly only,does not own,1,0,currently working,1,cash only,less than him,9.0,3,0,female,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
6734,       23914  4,Cambodia,2014,phnom penh,23,7,1,urban,richest,4,does not own,does not own,0,0,no,0,,,12.0,11,2,female,not active in last 4 weeks - postpartum abstinence,3,both want same,,,,,,,
6736,       23917  2,Cambodia,2014,phnom penh,29,4,1,urban,richest,4,both alone and jointly,does not own,1,0,no,0,,,8.0,5,3,male,active in last 4 weeks,2,both want same,,,,,,,
6737,       23918  2,Cambodia,2014,phnom penh,45,4,1,urban,richest,4,jointly only,jointly only,1,1,currently working,1,cash only,more than him,9.0,6,5,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
